	Text
1963	جلو و پشت این تبلت کاملا صاف طراحی شده و لبه های منحنی آن باعث می‌گردد که نگهداری آن در دست بسیار راحت‌تر صورت پذیرد و اطمینان خوبی را به کاربر بابت لیز خوردن از دست خواهد داد.
5799	خيلي خفيفه.
522	در عوض لنز دوربین همواره در معرض قرار دارد.
344	نرم افزار یکی از نقاط قوت این گوشی دو سیم کارته،  بهره گیری آن از نسخه 4 یا Ice Cream Sandwich سیستم عامل اندروید است.
1325	اما خوشبختانه دوربین در این هنگام قفل نمی شود و می توانید عکس بعدی را هم بگیرید.
658	ظرفیت در دسترس برای ذخیره موسیقی در آیپاد شافل،  2GB است که ممکن است برای بعضی کاربران ظرفیت کمی باشد.
6951	در کل ۳۶۰ کنسول بسيار خوبي براي بازي کردن و فيلم ديدن (نه از روي بلوري) با کيفيت HD است و با دستگاه جديد همراه ۳۶۰ (Kinect) که در E3 امسال معرفي شدند و کابرد هاي بسياري را در اختيار مي گذارد انتخاب خوبي براي خريد است.
836	• نرم افزار سیستم عامل منتخب سامسونگ برای این تبلت نسخه 4.1.2 از سیستم عامل اندروید است.
880	همان لبه های منحنی و همان کلید دایره ای Home در قسمت پایین و البته نهایتا همان صفحه نمایش رتینای دوست داشتنی،  البته کمی بزرگ‌تر.
5173	گوشي خوبيه،  الان دو هفته ميشه که خريدم و تا الان راضيم ازش.
5229	تبلت خوبيه همون موقع که وارد بازار شد گرفتمش از نظر کيفيت تصوير عاليه full hd حرف نداره از نظر سخت افزاري هم خوبه مشکل ندارم در کل تبلت خوبيه.
2946	هرچند که رزولوشن آن پایین‌تر از نمایشگر Retinaی iPhone 4 است ولی با وجود بزرگ‌تر بودن،  کیفیتی تقریبا برابر را ارایه می‌دهد.
1017	سخت افزار در قلب این گوشی چیپ NVIDIA Tegra 3 AP37 قرار دارد که یک نسل از چیپ مدل One X جدید تر است و به کمک پردازنده چهار هسته ای 1.7 گیگا هرتزی و یک گیگابایت حافظه RAM،  قدرت پردازشی بی نظیر گوشی را تضمین می‌کند.
6166	7.6 ميليمتر باريکه اما وقتي از عکسش نگاه ميکني ميشه 1.0 سانتي متر  صفحه ي اين آيفون يه کم بلند به نظر ميرسه زيباييش بستگي به نظر شخصي است اما پشت قاب اين اسمارت فون حرف ديگري ميزند!
781	"•	دارای ورودی پرسرعت USB یکی از امکانات منحصر به فرد گیرنده‌های دیجیتال امکان پخش آن‌ها می‌باشد که شما می‌توانید با اتصال فلش و هارد اکسترنال تا حجم 500 گیگابایت به گوش دادن موسیقی،  نمایش عکس و همچنین پخش فایل‌های فیلم با فرمت‌های گوناگون و با کیفیت فول اچ دی بپردازید."
6983	نوع سيم‌دار اين دسته نيز داراي سيمي به طول ۲٫۴۷ متر است تا کاربر بتواند با فاصله‌ي مناسبي از تلويزيون قرار گيرد و به راحتي به بازي دلخواه خود بپردازد.
5035	"سلام 
من الان 1سال هست xbox360 خريداري کردم کاملا از اون راضي هستم 
يکي از برتريهاي اين کنسول نسبت به ps3 اين هست که کپي خور شده قيمت بازيهاي اين کنسول نهايت 4000 تومان هست ولي بازيهاي ps3 رو شما بايد 70000 تومان بخريد يعني 6 تا بازي ps3 مساوي ميشه با يک کنسول xbox360"
2074	واقعا از سونی انتظار نداشتیم که بتواند در این مدل نسبت به مدل پیشین این همه افزایش کیفیت فیلم برداری را ایجاد کند.
6603	(از اون انقلاب هايي که بوي استيو جابز بزرگ رو ميده : 6.1 ميلي متر ضخامت،  و 88 گرم وزن)2.
37	• باتری بسته به سخت افزار داخلی،  سری 4540s با دو نوع باتری لیتیوم-یونی 6 و 9 سلولی ارائه می‌شوند.
2651	اندودی که سامسونگ بر روی شیشه‌ی نمایشگر به کار برده وظیفه‌ی خود را به خوبی انجام می‌دهد.
3521	"با سلام دوستان gpu به کار رفته در اين گوشي از نوع adreno 200 مي باشد ،  با نرم افزار آنت تست گرفتم
cpu : cortex a5 1 ghz
ram : 768
gpu : adreno 200
----------
 با يه e dual مقايسه کردم ،  بزرگي صفحه e dual  بهتره و کي برد e dual  براي اس ام اس زدن راحت تر بود ،  ولي کيفيت تاچ و رنگ و لعاب صفحه نمايش young  بهتر بود در ضمن منو هاي e dual به نظرم خيلي ساده تر از young بود ( از young بيشتر خوشم اومد ) 
---------------------"
2542	هرچند که در طول زمان شاهد به بازار آمدن گوشی‌های اندرویدی سطح بالا با مشخصات بسیار خوب هستیم،  ولی در سطح مبتدی اندرویدی ها هم به نوبه‌ی خود رقابت جالبی وجود دارد.
3867	باتشکر
4906	"از نظر من همه چيش عاليه طراحي فوق العاده بدنه ظريف و جالب نسبت به اندازش کارايي فوق العاده است فقطه ضعف از نظر من کم بودن تعداد فرمت براي پخش فيلم که با يک برنامه پلير حل ميشه 
کاراييش هم فوق العاده"
7401	خب اين از ظاهر کار حالا از باطنش بگم..
6338	رم 2 گيگ گالاکسي نوت 10.1 نيز دست شما رو براي اجراي همزمان چندين برنامه و بازي و .
1513	حساسیت‌های 1600 و 3200 نیز بهتر است که استفاده نشوند چرا که مشکل نویز و کاسته شدن از کیفیت عکس در آن‌ها زیاد است.
4195	با اين دوربين هم ميشه عکسهاي عالي گرفت هم عکسهاي خيلي ضعيف..
727	سری A دوربین های کامپکت کانن،  ارزان قیمت ترین و ابتدایی ترین رده‌ی دوربین های کامپکت این شرکت می‌باشند.
4334	فقط کسايي که قبلا با رتيناي اپل کار کرده باشن يکم براشون بي کيفيت بنظر مياد که خب طبيعيه.
387	برخلاف مدل P510 که نمایشگر چرخنده ی آن فقط توانایی گردش به سمت های بالا و پایین را داشت،  نمایشگر چرخنده ی P520 دارای یک لولا در قسمت سمت چپ است و می‌تواند به سمت های مختلف گردش کند.
5211	تبلت خوبيه  و باهاش مشکلي ندارم 
4830	با توجه به اختلاف قيمت با آيفون ارزش خريد رو دارد..
6092	در آخر مي خوام بگم هيچ وقت به تئوري و کاغذ و اطلاعات گوشي نگاه نکنين.
3605	در کل نسبت به ديگر مدل هاي هم سري يه سر و گردن بالاتره.
1255	اگر از جمله ی کاربران تازه کار هستید می توانید مود اتوماتیک را انتخاب کنید و مودهای P,A,S,M نیز برای عکاسی خلاقانه تر به کار می روند.
