	Text	Value	Tokens
1288	این چشمی توانایی ارایه دو بزرگنمایی متفاوت را دارد.	0	['چشمی', 'توانایی', 'ارایه', 'بزرگنمایی', 'متفاوت']
1289	یکی از آن‌ها بزرگنمایی 0.37 برابر است که میدان دید یک لنز 18 میلی متری را پوشش می‌دهد.	0	['بزرگنمایی', '0.37', 'میدان', 'دید', 'لنز', '18', 'میلی', 'متری', 'پوشش', 'می\u200cدهد']
1290	دومی بزرگنمایی 0.6 برابر است که میدان دید لنز 35 میلی متری را در بر می‌گیرد.	0	['دومی', 'بزرگنمایی', '0.6', 'میدان', 'دید', 'لنز', '35', 'میلی', 'متری', 'می\u200cگیرد']
1291	برخلاف دوربین X100،  این دوربین از شاتر سنتی Focal Plane بهره می‌برد که اصولا شاتر پر سر و صداتری است.	-1	['برخلاف', 'دوربین', 'X', '100', 'دوربین', 'شاتر', 'سنتی', 'Focal', 'Plane', 'بهره', 'می\u200cبرد', 'شاتر', 'پر', 'صداتری']
1292	ولی در عین حال با آن خیلی راحت تر می‌توان به سرعت های شاتر بالاتر دسترسی پیدا کرد.	1	['عین', 'می\u200cتوان', 'سرعت', 'شاتر', 'بالاتر', 'دسترسی']
1293	این دوربین در ضمن نمایشگر بسیار با کیفیت تری نیز دارد.	2	['دوربین', 'نمایشگر', 'کیفیت', 'تری']
1294	X-Pro1 طبق معمول یک دوربین حرفه ای،  توانایی عکاسی در فرمت RAW را دارد و از شوتینگ مودهای P,A,S,M هم بهره می‌برد.	0	['X-Pro1', 'طبق', 'معمول', 'دوربین', 'حرفه', 'توانایی', 'عکاسی', 'فرمت', 'RAW', 'شوتینگ', 'مودهای', 'P,A,S,M', 'بهره', 'می\u200cبرد']
1295	همچنین مجهز به توانایی فیلم برداری 1080p Full HD هم می‌باشد.	0	['مجهز', 'توانایی', 'فیلم', '1080', 'p', 'Full', 'HD', 'می\u200cباشد']
1296	گستره‌ی حساسیت سنسور آن نیز از 100 تا 25,600 است.	0	['گستره\u200cی', 'حساسیت', 'سنسور', '100', '25', '600']
1297	همچنین عکس‌ها و فیلم‌ها بر روی کارت حافظه‌ی SD/SDHC/SDXC ذخیره می‌شوند و باتری لیتیوم-یونی آن نیز در هر بار شارژ کامل توانایی پشتیبانی برای گرفتن تا 300 عکس را دارد.	0	['عکس\u200cها', 'فیلم\u200cها', 'کارت', 'حافظه\u200cی', 'SD/SDHC/SDXC', 'ذخیره', 'می\u200cشوند', 'باتری', 'لیتیوم-یونی', 'شارژ', 'توانایی', 'پشتیبانی', '300', 'عکس']
1298	به هر صورت همانطور که گفتیم،  به نظر می‌رسد که این بار با دوربین بدون آینه با لنز قابل تعویضی مواجه هستیم که برای نخستین بار می‌تواند کیفیت عکسی در حد بهترین دوربین های DSLR را ارایه دهد.	1	['همانطور', 'نظر', 'دوربین', 'آینه', 'لنز', 'تعویضی', 'مواجه', 'کیفیت', 'عکسی', 'حد', 'دوربین', 'DSLR', 'ارایه']
1299	چنین دوربینی کاملا می‌تواند استفاده‌ی حرفه ای داشته باشد و مورد علاقه‌ی بسیاری از عکاسان قرار گیرد.	1	['دوربینی', 'استفاده\u200cی', 'حرفه', 'داشته_باشد', 'علاقه\u200cی', 'عکاسان', 'قرار']
1300	هرچند که باید منتظر آمدن آن به بازار و تست واقعی عکس های آن باشیم.	0	['منتظر', 'بازار', 'تست', 'عکس']
1301	به روز رسانی: کیفیت عکس های گرفته شده توسط X-Pro1 در حد فوق العاده و باور نکردنی است.	2	['رسانی', 'کیفیت', 'عکس', 'X-Pro1', 'حد', 'العاده', 'باور', 'نکردنی']
1302	به طوری که در تست های استاندارد؛ عکس ها از ایزو 100 تا 6400 به طور کلی فاقد نویز می باشند و فقط مقداری نویز از ایزو 12,800 مشاهده می گردد.	0	['طوری', 'تست', 'استاندارد', 'عکس', 'ایزو', '100', '6400', 'نویز', 'مقداری', 'نویز', 'ایزو', '12', '800', 'مشاهده']
1303	این در حالیست که در ایزو 25,600 نویز و کاهش غلظت رنگ بیشتری مشاهده می گردد.	0	['حالیست', 'ایزو', '25', '600', 'نویز', 'کاهش', 'غلظت', 'رنگ', 'مشاهده']
1304	همانطور که گفتیم این عملکرد برای دوربینی با سنسور تصویر APS-C فوق العاده است و کیفیتی در حد دوربین های DSLR دارد.	2	['همانطور', 'عملکرد', 'دوربینی', 'سنسور', 'تصویر', 'APS-C', 'العاده', 'کیفیتی', 'حد', 'دوربین', 'DSLR']
1305	عکس هایی که مستقیم از دوربین خارج می شوند کمی سافت هستند و می بایست مقداری شارپنینگ در فوتوشاپ بر روی آن ها صورت دهید.	0	['عکس', 'مستقیم', 'دوربین', 'خارج', 'سافت', 'بایست', 'مقداری', 'شارپنینگ', 'فوتوشاپ']
1306	البته از تنظیمات داخل دوربین هم می توان این کار را انجام داد.	0	['تنظیمات', 'دوربین', 'کار']
1307	کیفیت عکاسی در شب نیز همانند دوربین های DSLR عالیست به طوری که می توانید نوردهی به مدت 30 ثانیه و یا حتی حالت Bulb برای نوردهی نامحدود را نیز انتخاب کنید.	2	['کیفیت', 'عکاسی', 'شب', 'دوربین', 'DSLR', 'عالیست', 'طوری', 'نوردهی', '30', 'ثانیه', 'حالت', 'Bulb', 'نوردهی', 'نامحدود', 'انتخاب']
1308	بدین ترتیب حتی می توان گفت که X-Pro1 می تواند جایگزینی بسیار مناسب و کوچک برای دوربین های DSLR عکاسان نجومی هم باشد،  چرا که کوچک و سبک بودن دوربین برای این نوع عکاسی یک امتیاز مثبت است.	2	['ترتیب', 'X-Pro1', 'جایگزینی', 'مناسب', 'کوچک', 'دوربین', 'DSLR', 'عکاسان', 'نجومی', 'کوچک', 'سبک', 'دوربین', 'عکاسی', 'امتیاز', 'مثبت']
1309	سرعت فوکوس خودکار این دوربین بهترینی نیست که تا به حال دیده ایم.	0	['سرعت', 'فوکوس', 'خودکار', 'دوربین', 'بهترینی', 'دیده_ایم']
1310	به خصوص اینکه اگر پیش از این از DSLR ها استفاده کرده باشید این موضوع را متوجه خواهید شد و این به دلیل بهره گیری این دوربین از سیستم فوکوس خودکار Contrast Detection به جای Phase Detection دوربین های DSLR است.	0	['خصوص', 'DSLR', 'کرده_باشید', 'موضوع', 'متوجه', 'خواهید_شد', 'دلیل', 'بهره', 'دوربین', 'سیستم', 'فوکوس', 'خودکار', 'Contrast', 'Detection', 'Phase', 'Detection', 'دوربین', 'DSLR']
1311	اما X-Pro1 از سیستم فوکوس خودکاری 49 نقطه ای بهره می برد که در گریدی 7X7 قرار گرفته اند و در ضمن سایز هر نقطه ی فوکوس قابل تغییر است.	0	['X-Pro1', 'سیستم', 'فوکوس', 'خودکاری', '49', 'نقطه', 'بهره', 'برد', 'گریدی', '7X7', 'قرار', 'گرفته_اند', 'سایز', 'نقطه', 'فوکوس', 'تغییر']
1312	بدین ترتیب فوکوس خودکار می تواند خیلی دقیق صورت گیرد.	2	['ترتیب', 'فوکوس', 'خودکار', 'دقیق']
1313	همانطور که اشاره کردیم،  چشمی این دوربین یک چشمی اپتیکال معمولی نیست بلکه یک چشمی هیبریدی اپتیکال/الکترونیکی است.	1	['همانطور', 'اشاره', 'چشمی', 'دوربین', 'چشمی', 'اپتیکال', 'چشمی', 'هیبریدی', 'اپتیکال/الکترونیکی']
1314	فوجی فیلم یک منشور داخل چشمی اپتیکال گالیله ای گذاشته که به کمک چشمی الکترونیکی می آید.	0	['فوجی', 'فیلم', 'منشور', 'چشمی', 'اپتیکال', 'گالیله', 'کمک', 'چشمی', 'الکترونیکی']
1315	این چشمی می تواند اطلاعات مختلفی را در عکاسی به شما نشان دهد.	0	['چشمی', 'اطلاعات', 'مختلفی', 'عکاسی']
1316	همچنین شما در حقیقت یک چشمی اپتیکال بزرگ و روشن خواهید داشت که مساحت بیشتری از آن چه واقعا در هنگام عکاسی در فریم ثبت می شود را با آن می توانید ببینید.	1	['حقیقت', 'چشمی', 'اپتیکال', 'روشن', 'خواهید_داشت', 'مساحت', 'عکاسی', 'فریم', 'ثبت', 'ببینید']
1317	این برای دیدن سوژه هایی که ممکن است به کادر شما وارد شوند خوب است.	1	['دیدن', 'سوژه', 'کادر', 'وارد']
1318	همچنین یک مستطیل نشان دهنده ی اختلاف منظر هم وجود دارد که می تواند حدود عکس واقعی که توسط سنسور تصویر ثبت می شود را با دقتی نسبتا خوب به شما نشان دهد.	1	['مستطیل', 'دهنده', 'اختلاف', 'منظر', 'عکس', 'سنسور', 'تصویر', 'ثبت', 'دقتی']
1319	از همه جالب تر اینکه شما می توانید به راحتی و به طور کامل بین استفاده از چشمی اپتیکال و الکترونیکی سویچ کنید تا به طور کامل تصویر یک چشمی الکترونیکی با رزولوشن 1,440,000 پیکسل برای شما به نمایش در آید.	1	['جالب', 'راحتی', 'چشمی', 'اپتیکال', 'الکترونیکی', 'سویچ', 'تصویر', 'چشمی', 'الکترونیکی', 'رزولوشن', '1,', '440', '000', 'پیکسل', 'نمایش']
1320	این تصویر دقیقا همان تصویری است که توسط سنسور تصویر دریافت می شود و بر روی نمایشگر پشت دوربین هم به نمایش در می آید و بنابراین هیچ گونه اختلاف منظری با عکس شما ندارد.	0	['تصویر', 'تصویری', 'سنسور', 'تصویر', 'دریافت', 'نمایشگر', 'دوربین', 'نمایش', 'اختلاف', 'منظری', 'عکس']
1321	در مورد عملکرد،  همانطور که گفتیم فوکوس خودکار واقعا بهترین نیست ولی در عین حال Shutter Lag هم وجود ندارد تا به محض فشردن دکمه ی شاتر عکس گرفته شود.	-1	['عملکرد', 'همانطور', 'فوکوس', 'خودکار', 'عین', 'Shutter', 'Lag', 'محض', 'فشردن', 'دکمه', 'شاتر', 'عکس', 'گرفته_شود']
1322	سرعت عکاسی پیاپی هم با 6 فریم بر ثانیه تا 40 عکس JPEG و 10 عکس RAW خیلی عالیست و بیشتر از دوربین های DSLR سطح مبتدی است.	2	['سرعت', 'عکاسی', 'پیاپی', '6', 'فریم', 'ثانیه', '40', 'عکس', 'JPEG', '10', 'عکس', 'RAW', 'عالیست', 'دوربین', 'DSLR', 'سطح', 'مبتدی']
1323	اما پس از اینکه عکاسی پیاپی را برای تعداد زیادی عکس انجام دادید مدت نسبتا زیادی دوربین قفل می شود تا عکس ها بر روی کارت حافظه ذخیره شوند.	0	['عکاسی', 'پیاپی', 'تعداد', 'زیادی', 'عکس', 'زیادی', 'دوربین', 'قفل', 'عکس', 'کارت', 'حافظه', 'ذخیره']
1324	همچنین اگر یک عکس Raw+JPEG بگیرید ذخیره ی آن بر روی کارت حافظه حدود 8 ثانیه به طول می انجامد که زیاد است.	-1	['عکس', 'Raw+JPEG', 'ذخیره', 'کارت', 'حافظه', '8', 'ثانیه', 'طول', 'انجامد']
1325	اما خوشبختانه دوربین در این هنگام قفل نمی شود و می توانید عکس بعدی را هم بگیرید.	0	['دوربین', 'قفل', 'عکس', 'بعدی']
1326	از نظر کیفیت ساخت،  همانند دیگر دوربین های سری X فوجی فیلم،  این دوربین هم به طرز خیلی عجیبی متسحکم و خوش ساخت است.	1	['نظر', 'کیفیت', 'ساخت', 'دوربین', 'X', 'فوجی', 'فیلم', 'دوربین', 'طرز', 'عجیبی', 'متسحکم', 'ساخت']
1327	هیچ خمش یا تکانی در شاسی به چشم نمی خورد و صفحه های بالایی و پایینی هم از فلز آلیاژ منیزیوم ساخته شده اند.	0	['خمش', 'تکانی', 'شاسی', 'چشم', 'خورد', 'صفحه', 'بالایی', 'پایینی', 'فلز', 'آلیاژ', 'منیزیوم', 'ساخته_شده_اند']
1328	همچنین از چیزی که در نگاه نخست ممکن است به نظر برسد هم سبک تر است و با وزن تنها 450 گرم هم وزن X100 می باشد.	1	['نظر', 'برسد', 'سبک', 'وزن', '450', 'گرم', 'وزن', 'X', '100']
1329	به کدام ورزش علاقه مندید؟	0	['ورزش', 'علاقه', 'مندید']
1330	آیا تا به حال اتفاق افتاده است که کاری خارق العاده انجام داده باشید،  اما امکان ثبت آن تصاویر عملا میسر نبوده باشد؟	0	['اتفاق', 'افتاده_است', 'کاری', 'خارق', 'العاده', 'داده_باشید', 'امکان', 'ثبت', 'تصاویر', 'میسر', 'نبوده_باشد']
1331	آیا هیجان و ماجراجویی مرزی مشخص دارد؟	0	['هیجان', 'ماجراجویی', 'مرزی', 'مشخص']
