Keywords	Targets	Text	Value
[{'Position': ['62', '70'], 'Value': '', 'Text': 'کمی عجیب'}, {'Position': ['83', '86'], 'Value': '', 'Text': 'ولی'}, {'Position': ['119', '127'], 'Value': '+', 'Text': 'لذت بخشی'}]	[]	شاید چنین آرایش دکمه‌ی فیزیکی در کنار دکمه‌ی لمسی در نگاه اول کمی عجیب به نظر برسد ولی پس از مدتی کار کردن با آن متوجه لذت بخشی چنین طراحی می‌شوید.	+1
[{'Position': ['64', '74'], 'Value': '+', 'Text': 'شگفت انگیز'}]	[{'Position': ['11', '18'], 'Value': '', 'Text': 'نمایشگر', 'RelationText': 'نمایشگر', 'Opinions': [{'Position': ['64', '74'], 'Value': '+', 'Text': 'شگفت انگیز'}]}]	برای توصیف نمایشگر 4.3 اینچی Galaxy S II از هیچ کلمه‌ای کمتر از شگفت انگیز نمی‌توانیم استفاده کنیم.	+1
[{'Position': ['9', '19'], 'Value': '+', 'Text': 'کاملا عمیق'}, {'Position': ['20', '23'], 'Value': '+', 'Text': 'است'}]	[]	رنگ مشکی کاملا عمیق است.	+1
[{'Position': ['14', '19'], 'Value': '', 'Text': 'مسحور'}, {'Position': ['24', '31'], 'Value': '+', 'Text': 'می\u200cکنند'}]	[]	رنگ‌ها شما را مسحور خود می‌کنند.	+1
[{'Position': ['27', '36'], 'Value': '+', 'Text': 'بسیار خوب'}, {'Position': ['37', '40'], 'Value': '+', 'Text': 'است'}, {'Position': ['71', '86'], 'Value': '+', 'Text': 'کاملا رضایت بخش'}, {'Position': ['95', '102'], 'Value': '+', 'Text': 'می\u200cگردد'}]	[]	عملکرد در زوایای مختلف نیز بسیار خوب است و در زیر نور مستقیم آفتاب نیز کاملا رضایت بخش ارزیابی می‌گردد.	+2
[]	[]	رزولوشن این نمایشگر 480×800 پیکسل می‌باشد.	0
[]	[]	هرچند که اکنون نمایشگرهایی با رزولوشن 960×540 پیکسل با نام QHD هم در بازار موجود اند که به عنوان مثال یک نمونه از آن بر روی HTC Sensation استفاده شده،  ولی کیفیت نمایشگر آن اصلا به پای Galaxy S II نمی‌رسد.	0
[]	[]	در نمایشگری با چنین کیفیت؛ رزولوشن کمی بالاتر چندان نیاز نیست.	0
[{'Position': ['42', '52'], 'Value': '+', 'Text': 'فوق\u200cالعاده'}, {'Position': ['53', '56'], 'Value': '+', 'Text': 'است'}]	[{'Position': ['18', '38'], 'Value': '', 'Text': 'کیفیت دید از زاویه\u200cی', 'RelationText': 'کیفیت دید از زاویه', 'Opinions': [{'Position': ['42', '52'], 'Value': '+', 'Text': 'فوق\u200cالعاده'}]}]	همان طور که گفتیم کیفیت دید از زاویه‌ی آن فوق‌العاده است و با چرخاندن و نگاه کردن از زوایای تند تر هم کیفیت رنگ‌ها تغییر نمی‌کند.	+2
[]	[]	تنها در تماشا از زاویه های بسیار تند تغییر رنگ مشاهده می‌گردد.	0
[{'Position': ['129', '135'], 'Value': '+', 'Text': 'بهترین'}]	[{'Position': ['136', '143'], 'Value': '', 'Text': 'نمایشگر', 'RelationText': 'نمایشگر', 'Opinions': [{'Position': ['129', '135'], 'Value': '+', 'Text': 'بهترین'}]}]	چه با آن به تماشای فیلم بنشینید و چه به مرورگری وب بپردازید نمایشگر 4.3 اینچی Galaxy S II شما را به این فکر می‌اندازد که احتمالا بهترین نمایشگر موجود بر روی تلفن‌های همراه در این حد قیمت را در اختیار دارید.	+1
[{'Position': ['61', '64'], 'Value': '', 'Text': 'ولی'}, {'Position': ['102', '107'], 'Value': '', 'Text': 'برابر'}, {'Position': ['73', '80'], 'Value': '', 'Text': 'بزرگ\u200cتر'}, {'Position': ['20', '28'], 'Value': '-', 'Text': 'پایین\u200cتر'}]	[{'Position': ['9', '16'], 'Value': '', 'Text': 'رزولوشن', 'RelationText': 'رزولوشن', 'Opinions': [{'Position': ['20', '28'], 'Value': '-', 'Text': 'پایین\u200cتر'}]}]	هرچند که رزولوشن آن پایین‌تر از نمایشگر Retinaی iPhone 4 است ولی با وجود بزرگ‌تر بودن،  کیفیتی تقریبا برابر را ارایه می‌دهد.	+1
[]	[]	اما در مورد دقت لمسی آن،  به نظر ما با وجود بهبودهای رخ داده،  در مقایسه با iPhone 4 هنوز در رتبه دوم قرار دارد.	0
[{'Position': ['94', '103'], 'Value': '-', 'Text': 'بیش از حد'}]	[{'Position': ['88', '93'], 'Value': '', 'Text': 'غلظتی', 'RelationText': 'غلظت رنگ', 'Opinions': [{'Position': ['94', '103'], 'Value': '+', 'Text': 'بیش از حد'}]}]	یکی از بهبودهای رخ داده در این صفحه نمایش این است که در نمایشگر گوشی‌های پیشین،  رنگ‌ها غلظتی بیش از حد داشتند.	-1
[{'Position': ['73', '82'], 'Value': '+', 'Text': 'می\u200cتوانید'}, {'Position': ['111', '117'], 'Value': '', 'Text': 'دلخواه'}]	[]	در Galaxy S II و اینک Galaxy S II Plus برنامه‌ای وجود دارد که از طریق آن می‌توانید غلظت رنگ نمایشگر را به صورت دلخواه تنظیم کنید.	+1
[{'Position': ['65', '71'], 'Value': '+', 'Text': 'خودکار'}, {'Position': ['48', '56'], 'Value': '+', 'Text': 'می\u200cتواند'}, {'Position': ['112', '122'], 'Value': '+', 'Text': 'کاملا درست'}, {'Position': ['129', '136'], 'Value': '+', 'Text': 'می\u200cگیرد'}]	[]	روشنایی نمایشگر به وسیله‌ی سنسور سنجش نور محیطی می‌تواند به صورت خودکار تنظیم شود و این کار تا جایی که ما دیدیم کاملا درست انجام می‌گیرد.	+1
[{'Position': ['33', '46'], 'Value': '+', 'Text': 'بسیار قدرتمند'}, {'Position': ['139', '149'], 'Value': '+', 'Text': 'فوق\u200cالعاده'}, {'Position': ['156', '159'], 'Value': '', 'Text': 'اما'}, {'Position': ['221', '226'], 'Value': '-', 'Text': 'ندارد'}]	[{'Position': ['22', '32'], 'Value': '', 'Text': 'پردازنده\u200cی', 'RelationText': 'پردازنده', 'Opinions': [{'Position': ['33', '46'], 'Value': '+', 'Text': 'بسیار قدرتمند'}, {'Position': ['139', '149'], 'Value': '+', 'Text': 'فوق\u200cالعاده'}]}]	در قلب Galaxy S II یک پردازنده‌ی بسیار قدرتمند دو هسته ای با سرعت 1.2 گیگاهرتز قرار گرفته که در زمان ورود Galaxy S II به بازار در سال 2011 فوق‌العاده بود،  اما در حال حاضر و در بین دنیای چهار هسته ایها حرف خاصی برای گفتن ندارد.	-1
[{'Position': ['82', '87'], 'Value': '', 'Text': 'غوغای'}, {'Position': ['88', '95'], 'Value': '', 'Text': 'فراوانی'}]	[]	در حقیقت Galaxy S II جزو نخستین گوشی‌های هوشمند با پردازنده‌ی دو هسته‌ای بود و که غوغای فراوانی نمود.	+1
[]	[]	این پردازنده با 1 گیگابایت حافظه‌ی RAM و پردازشگر گرافیکی مجزا همراه شده.	0
[{'Position': ['121', '125'], 'Value': '+', 'Text': 'قدرت'}, {'Position': ['126', '133'], 'Value': '', 'Text': 'فراوانی'}, {'Position': ['134', '138'], 'Value': '+', 'Text': 'دارد'}, {'Position': ['22', '30'], 'Value': '+', 'Text': 'بالاترین'}]	[{'Position': ['4', '15'], 'Value': '', 'Text': 'حافظه\u200cی RAM', 'RelationText': 'حافظه\u200cی RAM', 'Opinions': [{'Position': ['22', '30'], 'Value': '+', 'Text': 'بالاترین'}]}]	این حافظه‌ی RAM،  جزو بالاترین  مقادیری است که تا کنون بر روی یک گوشی هوشمند قرار گرفته و پردازشگر گرافیکی هم توان تولید قدرت فراوانی دارد.	+1
[{'Position': ['44', '49'], 'Value': '-', 'Text': 'تاخیر'}, {'Position': ['73', '77'], 'Value': '-', 'Text': 'نشود'}]	[]	چنین سخت افزارهایی باعث شده که ذره‌ای مکث و تاخیر در عملکردهای گوشی دیده نشود.	+1
[{'Position': ['136', '144'], 'Value': '+', 'Text': 'پشتیبانی'}, {'Position': ['177', '183'], 'Value': '+', 'Text': 'داراست'}, {'Position': ['232', '236'], 'Value': '+', 'Text': 'راحت'}, {'Position': ['237', '245'], 'Value': '+', 'Text': 'می\u200cنماید'}, {'Position': ['129', '135'], 'Value': '', 'Text': 'قابلیت'}]	[]	اما بر خلاف Galaxy S II که در دو مدل 16 و 32 گیگابایتی تولید شده بود،  این گوشی فقط در یک مدل 8 گیگابایتی معرفی گردیده که در عوض قابلیت پشتیبانی از کارت حافظه تا 64 گیگابایت را داراست و خیال کاربر را از نظر حافظه برای ذخیره اطلاعات راحت می‌نماید.	+1
[{'Position': ['23', '31'], 'Value': '+', 'Text': 'قدرتمندی'}, {'Position': ['45', '58'], 'Value': '+', 'Text': 'کاملا حرفه\u200cای'}, {'Position': ['61', '65'], 'Value': '+', 'Text': 'جذاب'}]	[{'Position': ['13', '22'], 'Value': '', 'Text': 'سخت افزار', 'RelationText': 'سخت افزار', 'Opinions': [{'Position': ['23', '31'], 'Value': '+', 'Text': 'قدرتمندی'}]}, {'Position': ['34', '44'], 'Value': '', 'Text': 'سیستم عامل', 'RelationText': 'سیستم عامل', 'Opinions': [{'Position': ['45', '58'], 'Value': '+', 'Text': 'کاملا حرفه\u200cای'}, {'Position': ['61', '65'], 'Value': '+', 'Text': 'جذاب'}]}]	در کنار چنان سخت افزار قدرتمندی،  سیستم عامل کاملا حرفه‌ای و جذاب Android 4.1 با واسط کاربری TouchWiz 5.0 قرار دارد.	+2
[]	[]	Android 4.1 کاملا با سیستم عامل iOS شرکت اپل در رقابت است.	0
[{'Position': ['20', '35'], 'Value': '+', 'Text': 'واقعا مثال زدنی'}]	[{'Position': ['0', '14'], 'Value': '', 'Text': 'پاسخگویی عمومی', 'RelationText': 'پاسخگویی عمومی', 'Opinions': [{'Position': ['20', '35'], 'Value': '+', 'Text': 'واقعا مثال زدنی'}]}]	پاسخگویی عمومی گوشی واقعا مثال زدنی ست.	+1
[{'Position': ['37', '42'], 'Value': '', 'Text': 'واقعا'}, {'Position': ['87', '92'], 'Value': '', 'Text': 'پرواز'}, {'Position': ['93', '100'], 'Value': '+', 'Text': 'می\u200cکنید'}]	[]	در هنگام اسکرول و کار کردن با گوشی،  واقعا گویی در بین منوها،  صفحات خانگی و برنامه‌ها پرواز می‌کنید!	+1
[{'Position': ['48', '59'], 'Value': '', 'Text': 'بسیار بیشتر'}]	[]	سرعت این نسخه از اندروید به نسبت نسخه های پیشین بسیار بیشتر شده و در واقع،  اصلی‌ترین تفاوت این گوشی با مدل پیشین نیز در وجود همین نسخه از اندروید به صورت پیش فرض بر روی آن است.	+1
[]	[]	این گوشی از باتری لیتیوم یونی 1650 میلی آمپر ساعتی بهره می‌برد.	0
[{'Position': ['42', '52'], 'Value': '+', 'Text': 'بسیار عالی'}, {'Position': ['59', '65'], 'Value': '+', 'Text': 'می\u200cدهد'}]	[]	به طور مشخص سیستم مدیریت انرژی کار خود را بسیار عالی انجام می‌دهد.	+2
[]	[]	در استفاده های معمولی تا دو روز می‌توانید با یک بار شارژ باتری از آن استفاده کنید.	0
[]	[]	از نظر شارژدهی بسیار شبیه به گوشی‌های HTC Incredible S و HTC Desire S می‌باشد.	0
[]	[]	همان طور که اشاره کردیم،  Galaxy S II Plus نیز همانند مدل پیشین،  مجهز به دوربین 8 مگاپیکسلی است.	0
[]	[]	در قسمت جلو نیز یک دوربین 2 مگاپیکسلی برای مکالمه‌ی تصویری دارد.	0
[{'Position': ['56', '62'], 'Value': '+', 'Text': 'بهترین'}]	[{'Position': ['63', '74'], 'Value': '', 'Text': 'دوربین\u200cهایی', 'RelationText': 'دوربین', 'Opinions': [{'Position': ['56', '62'], 'Value': '+', 'Text': 'بهترین'}]}, {'Position': ['33', '39'], 'Value': '', 'Text': 'دوربین', 'RelationText': 'دوربین', 'Opinions': [{'Position': ['56', '62'], 'Value': '+', 'Text': 'بهترین'}]}]	از نظر کیفیت عکس‌های گرفته شده،  دوربین این گوشی یکی از بهترین دوربین‌هایی است که بر روی گوشی‌های تلفن همراه مشاهده کرده‌ایم.	+1
[{'Position': ['20', '35'], 'Value': '+', 'Text': 'فوق\u200cالعاده شارپ'}, {'Position': ['38', '46'], 'Value': '+', 'Text': 'با کیفیت'}, {'Position': ['47', '52'], 'Value': '+', 'Text': 'هستند'}]	[{'Position': ['0', '7'], 'Value': '', 'Text': 'عکس\u200cهای', 'RelationText': 'عکس', 'Opinions': [{'Position': ['20', '35'], 'Value': '+', 'Text': 'فوق\u200cالعاده شارپ'}, {'Position': ['38', '46'], 'Value': '+', 'Text': 'با کیفیت'}]}]	عکس‌های 8 مگاپیکسلی فوق‌العاده شارپ و با کیفیت هستند.	+2
[]	[]	یک مود عکاسی ماکرو برای فوکوس کردن و گرفتن عکس سوژه های بسیار نزدیک بر روی این دوربین وجود دارد.	0
[{'Position': ['20', '38'], 'Value': '+', 'Text': 'فوق\u200cالعاده قدرتمند'}]	[{'Position': ['0', '8'], 'Value': '', 'Text': 'فلاش LED', 'RelationText': 'فلاش LED', 'Opinions': [{'Position': ['20', '38'], 'Value': '+', 'Text': 'فوق\u200cالعاده قدرتمند'}]}]	فلاش LED این دوربین فوق‌العاده قدرتمند است.	+2
[{'Position': ['110', '113'], 'Value': '', 'Text': 'کمک'}, {'Position': ['128', '132'], 'Value': '+', 'Text': 'بهره'}, {'Position': ['133', '139'], 'Value': '+', 'Text': 'می\u200cبرد'}]	[]	گاهی اوقات نیز می‌بینیم که برای فوکوس خودکار بر روی سوژه های مختلف این دوربین،  از فلاش برای پیدا کردن سوژه و کمک به فوکوس بهتر بهره می‌برد.	+1
[{'Position': ['38', '48'], 'Value': '+', 'Text': 'بسیار شارپ'}, {'Position': ['51', '59'], 'Value': '+', 'Text': 'با کیفیت'}, {'Position': ['60', '65'], 'Value': '+', 'Text': 'هستند'}]	[{'Position': ['21', '29'], 'Value': '', 'Text': 'فیلم\u200cهای', 'RelationText': 'فیلم', 'Opinions': [{'Position': ['38', '48'], 'Value': '+', 'Text': 'بسیار شارپ'}, {'Position': ['51', '59'], 'Value': '+', 'Text': 'با کیفیت'}]}]	از نظر ضبط ویدیویی،  فیلم‌های ضبط شده بسیار شارپ و با کیفیت هستند.	+2
[{'Position': ['49', '53'], 'Value': '+', 'Text': 'روان'}, {'Position': ['56', '60'], 'Value': '-', 'Text': 'بدون'}, {'Position': ['68', '72'], 'Value': '-', 'Text': 'مشکل'}, {'Position': ['79', '85'], 'Value': '+', 'Text': 'می\u200cشود'}]	[{'Position': ['37', '48'], 'Value': '', 'Text': 'فیلم برداری', 'RelationText': 'فیلم برداری', 'Opinions': [{'Position': ['49', '53'], 'Value': '+', 'Text': 'روان'}]}]	حتی در فیلم برداری 1080p Full HD نیز فیلم برداری روان و بدون هرگونه مشکل انجام می‌شود.	+1
